站点代码，数据时间，气温，气压，相对湿度，风向，风俗，降雨量，能见度
59088,59088,7.9,1026.3,-1363838293,72,11.6,0.1,10084.7
59096,59096,21.5,1021.4,-1363838233,8,9.0,1.1,10074.9
59097,59097,25.7,1008.6,-1363838173,79,5.8,1.5,10207.9
59107,59107,32.2,1023.9,-1363838113,7,1.8,0.7,10394.2
59116,59116,3.4,1011.0,-1363838053,84,10.5,0.7,10350.5
59117,59117,3.8,1023.9,-1363837993,48,7.5,1.1,10102.2
59271,59271,34.2,1019.1,-1363837933,38,14.4,0.0,10399.4
59278,59278,24.1,1009.9,-1363837873,84,11.8,1.3,10212.6
59280,59280,14.6,1025.8,-1363837813,59,1.3,1.3,10119.5
59287,59287,34.5,1008.5,-1363837753,41,8.5,0.7,10342.8
59289,59289,13.6,1002.6,-1363837693,24,8.2,0.1,10029.1
59293,59293,22.4,1012.1,-1363837633,21,6.2,0.8,10036.0
59294,59294,17.4,1014.2,-1363837573,49,6.6,0.2,10353.1
59298,59298,26.3,1006.5,-1363837513,75,10.0,1.4,10484.5
59303,59303,7.2,1017.9,-1363837453,13,5.0,0.0,10248.1
59304,59304,3.5,1015.9,-1363837393,74,8.2,0.6,10496.0
59306,59306,23.1,1019.2,-1363837333,65,9.9,0.5,10233.7
59310,59310,31.3,1004.1,-1363837273,81,12.3,1.1,10422.2
59316,59316,11.1,1003.4,-1363837213,53,12.5,1.3,10381.9
59317,59317,20.4,1019.8,-1363837153,92,0.4,0.5,10416.3
59324,59324,9.5,1010.1,-1363837093,79,1.5,0.3,10209.5
59456,59456,34.0,1009.8,-1363837033,3,3.1,0.6,10449.0
59462,59462,34.2,1022.4,-1363836973,91,5.9,0.7,10388.0
59478,59478,6.8,1007.7,-1363836913,63,11.5,0.9,10459.6
59485,59485,31.5,1018.7,-1363836853,63,3.5,0.5,10136.2
59488,59488,0.5,1021.1,-1363836793,50,9.6,1.5,10348.5
59493,59493,3.5,1013.2,-1363836733,39,7.7,1.2,10376.8
59501,59501,20.9,1022.8,-1363836673,23,13.7,0.8,10056.4
59658,59658,27.0,1019.6,-1363836613,27,11.6,0.5,10468.4
59663,59663,24.4,1005.7,-1363836553,76,12.0,0.4,10393.6
59664,59664,1.0,1015.9,-1363836493,25,6.7,0.2,10359.2
59673,59673,31.2,1013.4,-1363836433,10,7.0,1.1,10284.8
59754,59754,4.8,1000.9,-1363836373,2,11.3,0.8,10114.9
57947,57947,18.7,1000.4,-1363836313,73,0.3,0.7,10341.3
57957,57957,11.7,1002.1,-1363836253,58,0.5,0.9,10158.0
57958,57958,7.2,1017.2,-1363836193,29,9.2,0.6,10177.6
59021,59021,9.3,1007.8,-1363836133,10,14.5,0.6,10296.1
59023,59023,6.0,1009.7,-1363836073,22,1.1,0.1,10181.1
59027,59027,34.1,1009.9,-1363836013,61,7.0,1.3,10260.9
59037,59037,27.4,1015.8,-1363835953,24,5.2,0.7,10006.0
59046,59046,16.0,1011.8,-1363835893,20,1.9,0.8,10340.9
59058,59058,7.2,1010.3,-1363835833,66,3.5,0.6,10444.0
59065,59065,5.7,1012.6,-1363835773,39,12.6,0.2,10376.3
59209,59209,5.5,1019.8,-1363835713,38,12.1,0.0,10390.2
59211,59211,33.3,1014.1,-1363835653,91,11.1,0.9,10180.4
59218,59218,17.9,1000.2,-1363835593,65,13.5,0.2,10016.8
59228,59228,19.2,1008.3,-1363835533,40,5.0,1.4,10240.7
59242,59242,27.8,1002.3,-1363835473,43,14.8,0.7,10394.6
59254,59254,9.0,1011.4,-1363835413,23,6.0,1.2,10375.6
59265,59265,4.5,1013.5,-1363835353,54,1.7,0.2,10371.1
59417,59417,19.2,1006.5,-1363835293,30,6.8,1.2,10330.0
59431,59431,13.4,1008.0,-1363835233,42,13.1,1.1,10086.8
59446,59446,1.2,1006.2,-1363835173,23,6.1,0.0,10281.7
59453,59453,28.9,1001.8,-1363835113,72,13.3,0.0,10374.1
59626,59626,10.3,1015.4,-1363835053,6,14.6,0.6,10184.6
59631,59631,21.2,1025.3,-1363834993,40,11.1,0.8,10031.7
59632,59632,24.8,1018.6,-1363834933,10,13.3,1.1,10158.6
59644,59644,23.9,1018.0,-1363834873,27,3.3,0.5,10141.9
59647,59647,8.3,1019.7,-1363834813,65,6.8,0.5,10103.0
56691,56691,19.4,1014.7,-1363834753,16,1.7,0.2,10030.7
56693,56693,15.5,1003.2,-1363834693,6,10.5,1.0,10071.4
56792,56792,14.5,1025.9,-1363834633,73,7.6,0.7,10368.9
56793,56793,29.3,1020.3,-1363834573,15,12.2,1.0,10073.8
57606,57606,23.3,1024.4,-1363834513,81,0.8,0.0,10171.1
57614,57614,32.9,1020.7,-1363834453,10,4.1,1.1,10227.2
57625,57625,16.7,1019.0,-1363834393,76,13.5,0.7,10190.5
57647,57647,4.0,1024.5,-1363834333,24,0.1,0.2,10310.5
57707,57707,30.6,1014.8,-1363834273,57,2.0,0.9,10377.6
57710,57710,34.6,1001.8,-1363834213,15,13.7,1.2,10204.9
57712,57712,2.9,1005.5,-1363834153,91,3.0,0.1,10076.6
57718,57718,28.6,1006.6,-1363834093,39,6.7,0.2,10084.8
57722,57722,11.0,1015.9,-1363834033,10,7.4,1.3,10312.4
57729,57729,19.6,1018.2,-1363833973,35,8.7,0.9,10333.5
57731,57731,23.5,1004.7,-1363833913,95,7.2,0.8,10034.5
57741,57741,8.7,1002.1,-1363833853,50,1.8,0.4,10097.8
57803,57803,27.8,1018.7,-1363833793,58,10.8,0.2,10388.6
57805,57805,14.6,1025.0,-1363833733,59,9.0,1.3,10410.1
57806,57806,6.3,1007.4,-1363833673,36,7.1,1.4,10454.1
57816,57816,28.2,1009.1,-1363833613,99,12.0,1.5,10167.7
57825,57825,24.1,1010.9,-1363833553,23,9.3,1.1,10242.2
57827,57827,6.9,1026.4,-1363833493,33,8.5,0.3,10114.6
57832,57832,6.4,1000.8,-1363833433,20,8.2,1.0,10096.7
57839,57839,27.7,1010.8,-1363833373,74,5.7,1.1,10076.7
57840,57840,14.7,1024.6,-1363833313,72,1.2,0.9,10102.2
57902,57902,34.6,1026.2,-1363833253,31,12.6,0.2,10115.1
57906,57906,5.0,1004.5,-1363833193,11,4.3,1.3,10077.1
57907,57907,2.7,1006.6,-1363833133,5,12.6,0.1,10418.6
57910,57910,19.2,1002.1,-1363833073,89,7.4,0.3,10366.9
57912,57912,6.8,1021.6,-1363833013,28,13.3,1.3,10175.0
57916,57916,17.4,1018.2,-1363832953,100,12.9,0.2,10482.5
57922,57922,24.0,1010.4,-1363832893,62,12.7,0.5,10247.0
57926,57926,33.9,1023.4,-1363832833,28,14.7,0.3,10026.4
57932,57932,30.2,1011.3,-1363832773,86,13.5,0.1,10388.6
59758,59758,16.1,1023.2,-1363832713,59,14.6,1.4,10389.2
59838,59838,10.5,1008.5,-1363832653,79,0.9,0.3,10494.8
59845,59845,33.0,1024.6,-1363832593,97,10.2,0.0,10251.8
59849,59849,3.1,1020.6,-1363832533,41,12.0,0.2,10376.3
59855,59855,10.9,1006.8,-1363832473,89,11.7,1.0,10231.2
59948,59948,32.1,1005.8,-1363832413,27,7.8,0.8,10146.2
59954,59954,5.6,1023.5,-1363832353,1,5.3,0.1,10308.1
59981,59981,7.1,1001.3,-1363832293,13,6.4,0.1,10318.6
53399,53399,29.6,1009.8,-1363832233,65,7.8,0.0,10321.9
53593,53593,8.4,1009.3,-1363832173,40,6.3,1.3,10126.2
53698,53698,21.2,1023.3,-1363832113,47,2.0,0.7,10376.3
53798,53798,33.4,1002.6,-1363832053,94,6.9,0.5,10124.2
54308,54308,32.0,1000.7,-1363831993,70,9.7,0.9,10081.1
54311,54311,1.3,1008.5,-1363831933,45,4.5,1.1,10170.7
54401,54401,13.3,1003.2,-1363831873,39,7.7,0.8,10304.9
54405,54405,5.2,1003.8,-1363831813,56,3.1,1.2,10484.4
54423,54423,14.8,1012.1,-1363831753,42,1.8,0.6,10181.0
54429,54429,8.3,1022.2,-1363831693,30,8.9,0.6,10315.0
54436,54436,7.7,1003.1,-1363831633,100,6.6,0.1,10068.8
54449,54449,30.5,1004.8,-1363831573,41,10.9,1.5,10264.1
54518,54518,31.1,1004.6,-1363831513,67,0.4,0.7,10201.9
54534,54534,6.5,1021.6,-1363831453,42,12.1,1.0,10271.0
54535,54535,9.9,1019.8,-1363831393,51,1.2,0.9,10436.8
54539,54539,20.1,1006.0,-1363831333,96,1.4,1.1,10432.8
54602,54602,11.2,1016.0,-1363831273,31,13.3,0.8,10319.1
54606,54606,11.9,1010.5,-1363831213,90,8.3,0.6,10102.4
54618,54618,4.5,1004.5,-1363831153,91,0.5,0.0,10023.7
54624,54624,7.1,1020.4,-1363831093,11,13.4,0.9,10011.0
54705,54705,17.0,1024.3,-1363831033,40,13.0,0.9,10202.7
53898,53898,27.5,1020.2,-1363830973,2,3.2,1.5,10183.5
53986,53986,24.1,1023.5,-1363830913,16,3.0,0.9,10104.0
57051,57051,24.9,1004.5,-1363830853,6,4.4,0.3,10420.5
57067,57067,24.5,1001.2,-1363830793,79,1.7,0.9,10021.9
57071,57071,20.1,1023.4,-1363830733,2,6.1,1.1,10000.7
57077,57077,4.6,1016.8,-1363830673,77,2.3,0.7,10154.8
57083,57083,16.5,1022.6,-1363830613,24,5.1,1.2,10373.1
57084,57084,31.2,1015.7,-1363830553,5,7.2,0.2,10058.5
57089,57089,12.0,1005.2,-1363830493,24,4.3,0.8,10165.8
57091,57091,23.0,1013.6,-1363830433,17,3.1,0.8,10075.4
57156,57156,29.2,1012.7,-1363830373,99,3.8,1.3,10460.0
57178,57178,14.1,1007.6,-1363830313,55,0.3,1.5,10417.8
57181,57181,27.4,1005.8,-1363830253,83,9.5,0.9,10431.3
57193,57193,18.3,1011.4,-1363830193,66,6.7,0.5,10433.3
57285,57285,11.7,1011.5,-1363830133,10,11.3,1.5,10094.9
57290,57290,27.8,1021.2,-1363830073,25,13.8,1.4,10146.2
57297,57297,29.9,1015.9,-1363830013,6,8.5,0.0,10470.5
58005,58005,3.1,1025.9,-1363829953,7,3.3,0.4,10152.7
58111,58111,3.3,1003.5,-1363829893,66,13.3,0.2,10337.8
58208,58208,0.7,1003.5,-1363829833,80,1.9,1.1,10325.0
50136,50136,25.4,1011.3,-1363829773,87,12.5,0.3,10062.1
50246,50246,6.0,1021.8,-1363829713,23,13.5,1.2,10321.4
50247,50247,28.8,1003.7,-1363829653,86,0.8,1.0,10239.9
50349,50349,9.0,1017.3,-1363829593,38,11.5,0.8,10362.3
50353,50353,17.3,1006.8,-1363829533,42,5.7,1.5,10258.5
50442,50442,32.9,1000.5,-1363829473,29,0.6,1.4,10098.5
50468,50468,26.1,1002.2,-1363829413,53,13.5,1.3,10186.4
50557,50557,18.3,1013.1,-1363829353,15,1.9,0.4,10160.4
50564,50564,17.7,1022.2,-1363829293,22,14.8,0.2,10244.8
50656,50656,17.8,1006.6,-1363829233,68,11.4,0.7,10470.2
50658,50658,0.1,1020.1,-1363829173,20,13.4,1.5,10226.6
50674,50674,32.1,1009.2,-1363829113,66,0.3,0.0,10224.5
50739,50739,11.6,1009.6,-1363829053,34,6.0,0.2,10411.6
50742,50742,7.0,1000.9,-1363828993,3,1.2,0.5,10164.2
50745,50745,10.5,1020.4,-1363828933,38,12.0,0.1,10380.5
50756,50756,4.2,1002.7,-1363828873,95,14.7,0.7,10157.2
50758,50758,14.2,1014.1,-1363828813,100,7.7,0.4,10044.2
50774,50774,18.6,1021.4,-1363828753,75,5.8,0.8,10107.0
50778,50778,0.4,1007.8,-1363828693,17,11.9,0.2,10085.7
50788,50788,1.8,1006.5,-1363828633,16,14.9,1.3,10012.4
50844,50844,25.4,1022.7,-1363828573,72,11.4,1.4,10370.9
50853,50853,9.0,1026.3,-1363828513,22,9.2,0.4,10347.5
50854,50854,10.3,1008.9,-1363828453,47,7.2,0.2,10225.0
50862,50862,6.0,1005.0,-1363828393,24,13.7,1.0,10042.5
50873,50873,16.7,1025.8,-1363828333,61,2.5,1.1,10012.7
50877,50877,11.0,1021.4,-1363828273,69,0.9,1.0,10359.6
50888,50888,19.7,1016.3,-1363828213,55,1.2,1.2,10150.3
50950,50950,21.2,1017.4,-1363828153,4,4.1,0.2,10257.1
50953,50953,29.3,1011.8,-1363828093,1,12.1,0.1,10101.5
50955,50955,16.1,1000.6,-1363828033,91,10.0,0.2,10103.0
50963,50963,2.8,1013.0,-1363827973,48,14.0,1.0,10005.9
50968,50968,29.1,1007.6,-1363827913,98,2.5,0.8,10467.6
50973,50973,24.1,1025.8,-1363827853,91,14.6,0.2,10326.1
50978,50978,33.0,1025.5,-1363827793,20,0.2,0.9,10336.5
50983,50983,1.9,1008.7,-1363827733,83,7.2,1.0,10356.8
54094,54094,25.3,1015.1,-1363827673,97,9.4,0.9,10472.0
54096,54096,19.0,1016.5,-1363827613,83,7.3,0.8,10106.0
57251,57251,1.5,1004.0,-1363827553,56,2.2,0.2,10389.2
57256,57256,21.4,1024.6,-1363827493,60,1.0,0.1,10270.7
57259,57259,31.9,1012.8,-1363827433,76,6.1,1.5,10263.5
57265,57265,33.6,1020.6,-1363827373,78,6.1,0.4,10079.1
57278,57278,31.4,1017.1,-1363827313,13,5.3,0.7,10330.8
57279,57279,9.8,1006.0,-1363827253,50,3.3,0.0,10475.8
57355,57355,4.0,1007.1,-1363827193,33,12.5,1.2,10295.3
57358,57358,4.5,1020.1,-1363827133,46,4.8,1.0,10046.2
57359,57359,28.7,1001.8,-1363827073,48,7.5,0.3,10411.7
57363,57363,20.1,1012.5,-1363827013,52,12.6,0.8,10075.9
57378,57378,17.7,1019.0,-1363826953,51,6.1,1.5,10283.3
57381,57381,20.8,1012.0,-1363826893,11,2.8,0.3,10287.3
57395,57395,16.3,1006.2,-1363826833,99,2.2,1.3,10129.2
57399,57399,1.7,1006.9,-1363826773,94,3.9,0.8,10356.1
57439,57439,19.8,1014.1,-1363826713,56,10.6,0.6,10180.1
57445,57445,31.9,1014.8,-1363826653,14,4.0,1.1,10383.1
57447,57447,1.1,1021.8,-1363826593,62,1.7,1.5,10037.8
57458,57458,21.3,1011.5,-1363826533,76,1.9,0.4,10307.0
57461,57461,7.7,1020.3,-1363826473,14,0.9,1.3,10252.5
57476,57476,30.6,1026.2,-1363826413,34,7.0,0.6,10136.0
57482,57482,16.4,1001.1,-1363826353,89,10.9,0.1,10075.3
57483,57483,8.2,1019.7,-1363826293,13,2.4,1.1,10044.0
57493,57493,32.9,1011.3,-1363826233,32,7.1,0.1,10067.7
57494,57494,31.8,1010.9,-1363826173,86,9.1,1.4,10034.1
57545,57545,19.2,1018.6,-1363826113,42,14.7,0.5,10267.4
57573,57573,1.4,1001.0,-1363826053,32,14.4,0.7,10178.7
57581,57581,12.9,1022.8,-1363825993,67,9.1,0.9,10349.4
57583,57583,13.0,1021.4,-1363825933,52,0.8,0.8,10000.1
57595,57595,2.5,1011.8,-1363825873,92,7.9,1.2,10472.7
58402,58402,16.7,1023.8,-1363825813,48,4.5,0.2,10020.9
58407,58407,11.8,1017.3,-1363825753,31,10.8,0.4,10452.7
58500,58500,26.9,1021.5,-1363825693,97,14.0,0.7,10273.4
57554,57554,26.3,1015.0,-1363825633,70,14.5,0.8,10047.1
57562,57562,9.9,1012.7,-1363825573,61,6.2,0.3,10248.3
57574,57574,3.6,1004.2,-1363825513,67,11.2,1.2,10011.5
57584,57584,27.3,1019.4,-1363825453,89,4.2,0.4,10034.7
57642,57642,26.9,1015.5,-1363825393,13,12.2,0.9,10061.8
57649,57649,1.2,1001.3,-1363825333,58,4.0,1.3,10259.9
57655,57655,17.8,1023.3,-1363825273,43,6.5,0.0,10076.6
57662,57662,31.6,1022.7,-1363825213,79,5.3,1.0,10483.3
57669,57669,32.3,1026.4,-1363825153,76,13.9,0.7,10130.3
57671,57671,33.1,1003.5,-1363825093,1,6.5,0.5,10354.9
57673,57673,2.6,1012.6,-1363825033,76,0.4,0.9,10482.7
57679,57679,13.9,1005.7,-1363824973,43,8.6,0.8,10457.2
57682,57682,1.7,1014.8,-1363824913,39,9.2,0.5,10424.1
57687,57687,6.7,1002.7,-1363824853,30,2.4,0.1,10407.0
57745,57745,16.5,1018.4,-1363824793,55,1.5,0.9,10107.2
57749,57749,16.8,1006.8,-1363824733,92,2.7,0.1,10000.3
57752,57752,24.3,1005.9,-1363824673,57,4.2,1.0,10257.0
57758,57758,13.3,1024.5,-1363824613,11,6.2,1.5,10025.0
57761,57761,33.1,1010.3,-1363824553,51,6.2,0.4,10312.2
57766,57766,20.4,1011.2,-1363824493,45,13.7,0.3,10335.4
57774,57774,21.5,1021.8,-1363824433,96,2.4,0.7,10072.8
57776,57776,12.5,1000.1,-1363824373,29,5.6,1.4,10184.9
57779,57779,19.4,1014.2,-1363824313,54,5.5,0.3,10272.4
57780,57780,18.6,1018.4,-1363824253,24,4.8,0.3,10295.7
57841,57841,34.1,1016.9,-1363824193,48,2.5,0.6,10416.0
57845,57845,28.4,1006.6,-1363824133,18,14.4,0.5,10076.7
57853,57853,9.3,1022.0,-1363824073,12,11.9,1.2,10264.8
57857,57857,8.4,1019.8,-1363824013,79,7.9,0.2,10214.7
57860,57860,11.1,1011.8,-1363823953,43,13.0,1.3,10349.8
57866,57866,11.1,1018.3,-1363823893,53,3.1,0.5,10012.4
57872,57872,9.5,1014.6,-1363823833,10,5.3,1.2,10104.4
57874,57874,18.8,1021.2,-1363823773,93,10.7,0.2,10351.5
57889,57889,24.4,1024.6,-1363823713,36,10.0,1.3,10416.6
57965,57965,3.9,1005.8,-1363823653,6,5.3,0.1,10350.9
57972,57972,12.7,1025.8,-1363823593,79,14.4,0.4,10117.4
57974,57974,15.7,1016.2,-1363823533,1,9.9,0.4,10489.4
50936,50936,28.2,1026.4,-1363823473,68,14.1,1.0,10219.6
50945,50945,32.8,1020.6,-1363823413,4,4.9,0.5,10157.4
50948,50948,8.2,1024.8,-1363823353,14,14.9,0.8,10241.0
50949,50949,28.5,1012.9,-1363823293,99,14.6,1.0,10313.7
54041,54041,33.7,1023.2,-1363823233,98,0.7,0.8,10015.0
54049,54049,10.9,1025.4,-1363823173,72,10.0,0.6,10309.2
54063,54063,7.2,1002.5,-1363823113,33,0.6,1.3,10405.8
54064,54064,16.5,1004.4,-1363823053,52,12.3,1.0,10040.2
54142,54142,26.5,1010.5,-1363822993,73,4.5,0.5,10458.4
54157,54157,2.2,1000.9,-1363822933,33,10.5,0.3,10066.6
54161,54161,12.1,1025.9,-1363822873,62,11.7,0.5,10034.9
54165,54165,34.9,1017.3,-1363822813,60,2.8,0.3,10337.9
54171,54171,11.6,1007.3,-1363822753,87,1.5,1.1,10275.3
54181,54181,7.8,1004.3,-1363822693,25,1.4,0.0,10358.3
54186,54186,7.1,1013.4,-1363822633,10,9.0,1.4,10123.7
54195,54195,19.2,1006.8,-1363822573,98,0.2,0.0,10191.7
54260,54260,21.1,1024.1,-1363822513,54,13.4,1.1,10071.6
54263,54263,18.1,1023.8,-1363822453,11,7.7,0.2,10360.4
54266,54266,15.1,1000.7,-1363822393,44,0.3,0.9,10339.0
54273,54273,23.8,1002.5,-1363822333,23,8.9,0.7,10051.1
54276,54276,5.9,1022.0,-1363822273,3,0.3,1.1,10000.2
54284,54284,26.1,1016.0,-1363822213,30,9.3,0.0,10450.6
54285,54285,16.8,1002.8,-1363822153,84,2.1,1.5,10131.4
54286,54286,19.6,1005.2,-1363822093,16,0.7,0.1,10060.5
54292,54292,25.6,1022.1,-1363822033,13,4.1,0.6,10141.7
54363,54363,18.5,1013.4,-1363821973,86,7.1,0.6,10428.6
54374,54374,22.2,1005.3,-1363821913,84,3.7,0.2,10423.3
54377,54377,23.0,1014.5,-1363821853,81,12.9,0.3,10383.8
54386,54386,30.8,1013.9,-1363821793,86,9.5,0.1,10066.8
58026,58026,29.9,1026.0,-1363821733,50,3.9,1.0,10296.8
58027,58027,15.5,1006.6,-1363821673,51,5.9,0.5,10479.9
58038,58038,24.9,1018.1,-1363821613,22,4.9,1.3,10402.5
58040,58040,18.4,1015.0,-1363821553,57,8.4,0.1,10113.6
58047,58047,31.0,1012.7,-1363821493,35,0.9,0.7,10438.7
58130,58130,10.7,1000.8,-1363821433,32,7.1,0.9,10116.1
58135,58135,7.3,1010.9,-1363821373,11,1.7,1.1,10247.0
58138,58138,5.4,1014.1,-1363821313,37,13.6,1.2,10333.0
58141,58141,18.6,1012.2,-1363821253,68,8.1,0.9,10258.9
58143,58143,13.0,1005.0,-1363821193,40,0.5,1.0,10137.7
58150,58150,23.5,1000.6,-1363821133,1,1.7,0.2,10448.8
58158,58158,29.9,1016.4,-1363821073,78,8.2,0.5,10380.9
58238,58238,17.7,1013.0,-1363821013,63,4.7,1.4,10219.4
58241,58241,18.7,1002.6,-1363820953,83,11.8,0.5,10302.7
58251,58251,27.0,1012.3,-1363820893,74,14.6,0.5,10126.5
58252,58252,23.0,1006.6,-1363820833,98,8.2,0.2,10076.1
58255,58255,34.7,1022.2,-1363820773,6,10.2,0.7,10261.8
58259,58259,9.6,1008.4,-1363820713,35,13.1,1.3,10442.8
58265,58265,26.1,1024.0,-1363820653,73,3.6,1.0,10318.1
58343,58343,13.7,1019.0,-1363820593,37,11.1,0.2,10210.5
58345,58345,7.4,1003.7,-1363820533,10,0.4,0.6,10008.4
58354,58354,6.8,1007.3,-1363820473,30,8.5,1.5,10280.3
